epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,935.876,0.31237,0.25221,1.20985,1,1,0.995,0.99141,0.15927,0.13396,0.96193,0.003994,0.003994,0.003994
184,940.472,0.31863,0.25386,1.21939,1,1,0.995,0.98995,0.17431,0.13936,0.96877,0.003961,0.003961,0.003961
185,945.493,0.30994,0.24275,1.19505,1,1,0.995,0.99132,0.16861,0.13753,0.95669,0.003928,0.003928,0.003928
186,950.812,0.31824,0.2602,1.21023,1,1,0.995,0.99239,0.15306,0.14446,0.93822,0.003895,0.003895,0.003895
187,956.115,0.31693,0.25449,1.20411,1,1,0.995,0.99239,0.15155,0.13956,0.95042,0.003862,0.003862,0.003862
188,960.868,0.30766,0.24416,1.22037,0.99844,1,0.995,0.99096,0.15667,0.14265,0.99314,0.003829,0.003829,0.003829
189,965.779,0.31492,0.25448,1.19505,0.99842,1,0.995,0.98964,0.17195,0.15246,0.9751,0.003796,0.003796,0.003796
190,971.062,0.32074,0.26552,1.20332,0.99854,1,0.995,0.98911,0.17235,0.16564,1.0113,0.003763,0.003763,0.003763
191,976.434,0.3198,0.24975,1.21403,1,1,0.995,0.98924,0.16532,0.15801,1.06084,0.00373,0.00373,0.00373
192,981.32,0.32341,0.25536,1.20476,1,1,0.995,0.98826,0.17424,0.17469,0.97772,0.003697,0.003697,0.003697
193,986.234,0.32206,0.26268,1.23092,1,1,0.995,0.98942,0.17768,0.15996,1.04667,0.003664,0.003664,0.003664
194,991.538,0.30918,0.2566,1.20203,1,1,0.995,0.98888,0.17284,0.1494,1.13596,0.003631,0.003631,0.003631
195,996.812,0.31462,0.24743,1.18281,1,1,0.995,0.9887,0.16496,0.14346,1.15404,0.003598,0.003598,0.003598
196,1001.7,0.3197,0.25356,1.20363,1,1,0.995,0.99062,0.17428,0.15171,1.1243,0.003565,0.003565,0.003565
197,1006.32,0.30553,0.24504,1.20339,1,1,0.995,0.98942,0.1664,0.15933,1.12838,0.003532,0.003532,0.003532
198,1011.64,0.32448,0.24334,1.21276,1,1,0.995,0.9896,0.17081,0.15001,1.11598,0.003499,0.003499,0.003499
199,1016.94,0.32318,0.24886,1.19957,1,1,0.995,0.98846,0.17191,0.15782,1.04577,0.003466,0.003466,0.003466
200,1022.06,0.32148,0.25773,1.21379,1,1,0.995,0.98926,0.16826,0.15193,1.05991,0.003433,0.003433,0.003433
201,1026.6,0.3156,0.25591,1.19008,1,1,0.995,0.98924,0.16891,0.15538,1.06626,0.0034,0.0034,0.0034
